
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   SLprs,_inHG |   SLtmp,_degC |   _wind,speed |   _wind,__dir |   __trb,_locl |   _prec,_locl |   _hail,_locl |   AMprs,_inHG |   AMtmp,_degC |   LEtmp,_degC |   _dens,ratio |   ____A,_ktas |   ____Q,__psf |   gravi,_fts2 |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,south |   __lon,_west | 
    183.89400 |     181.98711 |     181.98711 |       0.00000 |      18.38149 |      13.38149 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      16.26227 |     -16.91704 |      -9.71996 |       0.61134 |     623.71179 |     113.17211 |      32.09698 |     -36.63747 |     -72.97692 |   16165.15039 |   16160.00488 |       0.00000 |   16163.75488 |     -38.00000 |     -75.00000 | 
    184.89388 |     182.98715 |     182.98715 |       0.00000 |      18.38175 |      13.38175 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      16.20708 |     -17.07950 |      -9.88922 |       0.60965 |     623.51404 |     112.75236 |      32.09673 |     -36.63654 |     -72.97629 |   16247.29297 |   16242.18555 |       0.00000 |   16245.89941 |     -38.00000 |     -75.00000 | 
    185.89397 |     183.98723 |     183.98723 |       0.00000 |      18.38202 |      13.38201 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      16.15194 |     -17.24199 |     -10.05863 |       0.60796 |     623.31616 |     112.33218 |      32.09648 |     -36.63562 |     -72.97565 |   16329.44824 |   16324.37207 |       0.00000 |   16328.05566 |     -38.00000 |     -75.00000 | 
    186.89386 |     184.98729 |     184.98729 |       0.00000 |      18.38227 |      13.38227 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      16.09698 |     -17.40412 |     -10.22636 |       0.60628 |     623.11871 |     111.93369 |      32.09622 |     -36.63470 |     -72.97501 |   16411.41602 |   16406.36328 |       0.00000 |   16410.02734 |     -38.00000 |     -75.00000 | 
    187.89384 |     185.98735 |     185.98735 |       0.00000 |      18.38254 |      13.38253 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      16.04224 |     -17.56572 |     -10.39633 |       0.60460 |     622.92181 |     111.49213 |      32.09598 |     -36.63378 |     -72.97437 |   16493.12695 |   16488.08984 |       0.00000 |   16491.74023 |     -38.00000 |     -75.00000 | 
    188.89383 |     186.98743 |     186.98743 |       0.00000 |      18.38280 |      13.38280 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.98756 |     -17.72736 |     -10.56855 |       0.60292 |     622.72479 |     111.01851 |      32.09573 |     -36.63286 |     -72.97372 |   16574.85156 |   16569.82422 |       0.00000 |   16573.46484 |     -38.00000 |     -75.00000 | 
    189.89391 |     187.98749 |     187.98749 |       0.00000 |      18.38306 |      13.38306 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.93302 |     -17.88874 |     -10.73874 |       0.60124 |     622.52802 |     110.57388 |      32.09547 |     -36.63195 |     -72.97308 |   16656.44727 |   16651.42188 |       0.00000 |   16655.06250 |     -38.00000 |     -75.00000 | 
    190.89391 |     188.98755 |     188.98755 |       0.00000 |      18.38332 |      13.38332 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.87874 |     -18.04952 |     -10.90758 |       0.59957 |     622.33197 |     110.14242 |      32.09523 |     -36.63103 |     -72.97243 |   16737.73438 |   16732.70312 |       0.00000 |   16736.35352 |     -38.00000 |     -75.00000 | 
    191.89380 |     189.98763 |     189.98763 |       0.00000 |      18.38358 |      13.38358 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.82476 |     -18.20958 |     -11.07510 |       0.59791 |     622.13672 |     109.72231 |      32.09498 |     -36.63012 |     -72.97178 |   16818.65234 |   16813.60938 |       0.00000 |   16817.28125 |     -38.00000 |     -75.00000 | 
    192.89380 |     190.98772 |     190.98772 |       0.00000 |      18.38384 |      13.38384 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.77113 |     -18.36874 |     -11.24062 |       0.59626 |     621.94250 |     109.32167 |      32.09473 |     -36.62921 |     -72.97112 |   16899.11719 |   16894.05664 |       0.00000 |   16897.75586 |     -38.00000 |     -75.00000 | 
    193.89378 |     191.98778 |     191.98778 |       0.00000 |      18.38410 |      13.38410 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.71792 |     -18.52681 |     -11.40375 |       0.59461 |     621.74951 |     108.94346 |      32.09448 |     -36.62830 |     -72.97047 |   16979.03320 |   16973.94531 |       0.00000 |   16977.68164 |     -38.00000 |     -75.00000 | 
    194.89380 |     192.98792 |     192.98792 |       0.00000 |      18.38436 |      13.38436 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.66519 |     -18.68363 |     -11.56428 |       0.59298 |     621.55804 |     108.58875 |      32.09424 |     -36.62739 |     -72.96981 |   17058.31445 |   17053.19141 |       0.00000 |   17056.97266 |     -38.00000 |     -75.00000 | 
    195.89391 |     193.98799 |     193.98799 |       0.00000 |      18.38462 |      13.38462 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.61299 |     -18.83904 |     -11.72189 |       0.59137 |     621.36816 |     108.25979 |      32.09400 |     -36.62648 |     -72.96915 |   17136.87695 |   17131.69141 |       0.00000 |   17135.54883 |     -38.00000 |     -75.00000 | 
    196.89381 |     194.98807 |     194.98807 |       0.00000 |      18.38488 |      13.38488 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.56136 |     -18.99289 |     -11.87617 |       0.58977 |     621.18018 |     107.96115 |      32.09377 |     -36.62557 |     -72.96849 |   17214.65234 |   17209.39258 |       0.00000 |   17213.33789 |     -38.00000 |     -75.00000 | 
    197.89380 |     195.98816 |     195.98816 |       0.00000 |      18.38514 |      13.38514 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.51036 |     -19.14503 |     -12.02790 |       0.58819 |     620.99420 |     107.67796 |      32.09353 |     -36.62466 |     -72.96783 |   17291.56250 |   17286.23633 |       0.00000 |   17290.26172 |     -38.00000 |     -75.00000 | 
    198.89386 |     196.98827 |     196.98827 |       0.00000 |      18.38540 |      13.38540 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.45986 |     -19.29582 |     -12.18378 |       0.58662 |     620.80988 |     107.31181 |      32.09329 |     -36.62376 |     -72.96716 |   17367.80078 |   17362.40039 |       0.00000 |   17366.50391 |     -38.00000 |     -75.00000 | 
    199.89395 |     197.98834 |     197.98834 |       0.00000 |      18.38566 |      13.38566 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.40949 |     -19.44635 |     -12.34105 |       0.58506 |     620.62579 |     106.92542 |      32.09306 |     -36.62285 |     -72.96650 |   17443.91016 |   17438.42773 |       0.00000 |   17442.61523 |     -38.00000 |     -75.00000 | 
    200.89375 |     198.98836 |     198.98836 |       0.00000 |      18.38592 |      13.38592 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.35946 |     -19.59602 |     -12.49120 |       0.58350 |     620.44275 |     106.63716 |      32.09283 |     -36.62194 |     -72.96583 |   17519.56836 |   17514.00000 |       0.00000 |   17518.29102 |     -38.00000 |     -75.00000 | 
    201.89383 |     199.98840 |     199.98840 |       0.00000 |      18.38618 |      13.38618 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.31041 |     -19.74291 |     -12.62318 |       0.58198 |     620.26300 |     106.58414 |      32.09260 |     -36.62104 |     -72.96515 |   17593.80859 |   17588.14453 |       0.00000 |   17592.56055 |     -38.00000 |     -75.00000 | 
    202.89371 |     200.98843 |     200.98843 |       0.00000 |      18.38644 |      13.38644 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.26277 |     -19.88570 |     -12.74668 |       0.58049 |     620.08813 |     106.60049 |      32.09238 |     -36.62014 |     -72.96447 |   17665.97070 |   17660.20312 |       0.00000 |   17664.75781 |     -38.00000 |     -75.00000 | 
    203.89378 |     201.98845 |     201.98845 |       0.00000 |      18.38670 |      13.38670 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.21643 |     -20.02473 |     -12.86439 |       0.57905 |     619.91797 |     106.65369 |      32.09217 |     -36.61923 |     -72.96378 |   17736.23438 |   17689.32812 |       0.00000 |   17735.05078 |     -38.00000 |     -75.00000 | 
    204.89368 |     202.98848 |     202.98848 |       0.00000 |      18.38696 |      13.38696 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.17140 |     -20.15994 |     -12.97354 |       0.57764 |     619.75238 |     106.78311 |      32.09195 |     -36.61833 |     -72.96309 |   17804.56445 |   17762.31445 |       0.00000 |   17803.41602 |     -38.00000 |     -75.00000 | 
    205.89366 |     203.98854 |     203.98854 |       0.00000 |      18.38722 |      13.38722 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.12772 |     -20.29118 |     -13.07564 |       0.57628 |     619.59155 |     106.96331 |      32.09175 |     -36.61742 |     -72.96239 |   17870.89062 |   17793.22266 |       0.00000 |   17869.77344 |     -38.00000 |     -75.00000 | 
    206.89374 |     204.98862 |     204.98862 |       0.00000 |      18.38748 |      13.38748 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.08528 |     -20.41884 |     -13.17488 |       0.57495 |     619.43512 |     107.13686 |      32.09155 |     -36.61652 |     -72.96169 |   17935.41406 |   17809.72852 |       0.00000 |   17934.32227 |     -38.00000 |     -75.00000 | 
    207.89372 |     205.98859 |     205.98859 |       0.00000 |      18.38774 |      13.38774 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.04389 |     -20.54343 |     -13.27184 |       0.57366 |     619.28247 |     107.30213 |      32.09136 |     -36.61561 |     -72.96099 |   17998.38086 |   17835.17578 |       0.00000 |   17997.31250 |     -38.00000 |     -75.00000 | 
    208.89360 |     206.98862 |     206.98862 |       0.00000 |      18.38800 |      13.38800 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      15.00315 |     -20.66617 |     -13.37628 |       0.57238 |     619.13202 |     107.33224 |      32.09117 |     -36.61470 |     -72.96029 |   18060.43359 |   17911.64062 |       0.00000 |   18059.37500 |     -38.00000 |     -75.00000 | 
    209.89357 |     207.98869 |     207.98869 |       0.00000 |      18.38826 |      13.38826 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.96289 |     -20.78756 |     -13.47369 |       0.57112 |     618.98315 |     107.44959 |      32.09098 |     -36.61378 |     -72.95958 |   18121.78906 |   17987.41992 |       0.00000 |   18120.74805 |     -38.00000 |     -75.00000 | 
    210.89365 |     208.98877 |     208.98877 |       0.00000 |      18.38853 |      13.38853 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.92346 |     -20.90655 |     -13.56613 |       0.56988 |     618.83716 |     107.60605 |      32.09080 |     -36.61287 |     -72.95887 |   18181.93555 |   18061.90820 |       0.00000 |   18180.91406 |     -38.00000 |     -75.00000 | 
    211.89365 |     209.98885 |     209.98885 |       0.00000 |      18.38878 |      13.38879 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.88476 |     -21.02339 |     -13.65794 |       0.56867 |     618.69385 |     107.74272 |      32.09062 |     -36.61196 |     -72.95816 |   18240.99414 |   18121.10156 |       0.00000 |   18239.99023 |     -38.00000 |     -75.00000 | 
    212.89354 |     210.98895 |     210.98895 |       0.00000 |      18.38905 |      13.38905 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.84678 |     -21.13819 |     -13.74757 |       0.56748 |     618.55298 |     107.88276 |      32.09044 |     -36.61105 |     -72.95744 |   18299.02148 |   18220.12109 |       0.00000 |   18298.03711 |     -38.00000 |     -75.00000 | 
    213.89352 |     211.98889 |     211.98889 |       0.00000 |      18.38931 |      13.38931 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.80939 |     -21.25127 |     -13.83591 |       0.56630 |     618.41425 |     108.02252 |      32.09026 |     -36.61013 |     -72.95670 |   18356.17969 |   18270.99219 |       0.00000 |   18355.20898 |     -38.00000 |     -75.00000 | 
    214.89351 |     212.98892 |     212.98892 |       0.00000 |      18.38957 |      13.38957 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.77291 |     -21.36167 |     -13.91144 |       0.56515 |     618.27869 |     108.31185 |      32.09010 |     -36.60923 |     -72.95596 |   18411.97656 |   18314.22070 |       0.00000 |   18411.03320 |     -38.00000 |     -75.00000 | 
    215.89349 |     213.98894 |     213.98894 |       0.00000 |      18.38983 |      13.38983 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.73749 |     -21.46895 |     -13.98325 |       0.56404 |     618.14691 |     108.61238 |      32.08993 |     -36.60831 |     -72.95522 |   18466.19336 |   18356.40820 |       0.00000 |   18465.27344 |     -38.00000 |     -75.00000 | 
    216.89346 |     214.98901 |     214.98901 |       0.00000 |      18.39009 |      13.39009 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.70295 |     -21.57362 |     -14.05396 |       0.56295 |     618.01837 |     108.89457 |      32.08976 |     -36.60740 |     -72.95447 |   18519.09766 |   18406.33984 |       0.00000 |   18518.19727 |     -38.00000 |     -75.00000 | 
    217.89346 |     215.98909 |     215.98909 |       0.00000 |      18.39035 |      13.39035 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.66920 |     -21.67596 |     -14.12048 |       0.56189 |     617.89264 |     109.20767 |      32.08961 |     -36.60649 |     -72.95371 |   18570.82031 |   18455.27344 |       0.00000 |   18569.94141 |     -38.00000 |     -75.00000 | 
    218.89348 |     216.98917 |     216.98917 |       0.00000 |      18.39061 |      13.39061 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.63643 |     -21.77541 |     -14.17911 |       0.56086 |     617.77045 |     109.59641 |      32.08945 |     -36.60558 |     -72.95296 |   18621.07617 |   18469.52930 |       0.00000 |   18620.22461 |     -38.00000 |     -75.00000 | 
    219.89346 |     217.98920 |     217.98920 |       0.00000 |      18.39087 |      13.39087 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.60478 |     -21.87153 |     -14.23129 |       0.55986 |     617.65234 |     110.03351 |      32.08930 |     -36.60466 |     -72.95219 |   18669.64844 |   18484.55859 |       0.00000 |   18668.82422 |     -38.00000 |     -75.00000 | 
    220.89355 |     218.98927 |     218.98927 |       0.00000 |      18.39113 |      13.39113 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.57399 |     -21.96511 |     -14.29074 |       0.55888 |     617.53735 |     110.33074 |      32.08916 |     -36.60374 |     -72.95143 |   18716.95312 |   18503.44727 |       0.00000 |   18716.14062 |     -38.00000 |     -75.00000 | 
    221.89343 |     219.98929 |     219.98929 |       0.00000 |      18.39139 |      13.39139 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.54355 |     -22.05766 |     -14.35272 |       0.55792 |     617.42358 |     110.57998 |      32.08901 |     -36.60281 |     -72.95067 |   18763.73828 |   18524.62305 |       0.00000 |   18762.93555 |     -38.00000 |     -75.00000 | 
    222.88651 |     220.98248 |     220.98248 |       0.00000 |      18.39165 |      13.39165 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.51373 |     -22.14837 |     -14.41363 |       0.55698 |     617.31201 |     110.81898 |      32.08887 |     -36.60190 |     -72.94991 |   18809.59180 |   18550.02344 |       0.00000 |   18808.80078 |     -38.00000 |     -75.00000 | 
    223.88663 |     221.98247 |     221.98247 |       0.00000 |      18.39191 |      13.39191 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.48394 |     -22.23907 |     -14.48198 |       0.55604 |     617.20044 |     110.94893 |      32.08873 |     -36.60097 |     -72.94913 |   18855.45312 |   18572.16602 |       0.00000 |   18854.66016 |     -38.00000 |     -75.00000 | 
    224.88647 |     222.98242 |     222.98242 |       0.00000 |      18.39217 |      13.39217 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.45398 |     -22.33031 |     -14.56192 |       0.55509 |     617.08826 |     110.91754 |      32.08859 |     -36.60005 |     -72.94836 |   18901.59570 |   18585.29688 |       0.00000 |   18900.79297 |     -38.00000 |     -75.00000 | 
    225.88646 |     223.98245 |     223.98245 |       0.00000 |      18.39243 |      13.39243 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.42327 |     -22.42390 |     -14.66262 |       0.55412 |     616.97314 |     110.61686 |      32.08845 |     -36.59912 |     -72.94759 |   18948.94531 |   18668.30859 |       0.00000 |   18948.11328 |     -38.00000 |     -75.00000 | 
    226.88643 |     224.98248 |     224.98248 |       0.00000 |      18.39269 |      13.39269 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.39116 |     -22.52183 |     -14.78345 |       0.55310 |     616.85260 |     110.08450 |      32.08829 |     -36.59820 |     -72.94682 |   18998.50000 |   18701.88086 |       0.00000 |   18997.62500 |     -38.00000 |     -75.00000 | 
    227.88641 |     225.98248 |     225.98248 |       0.00000 |      18.39295 |      13.39295 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.35712 |     -22.62572 |     -14.92730 |       0.55202 |     616.72473 |     109.30376 |      32.08813 |     -36.59728 |     -72.94605 |   19051.08398 |   18675.92188 |       0.00000 |   19050.15234 |     -38.00000 |     -75.00000 | 
    228.88657 |     226.98251 |     226.98251 |       0.00000 |      18.39321 |      13.39321 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.32196 |     -22.73308 |     -15.03717 |       0.55090 |     616.59259 |     109.05585 |      32.08797 |     -36.59636 |     -72.94528 |   19105.36523 |   18814.75391 |       0.00000 |   19104.43750 |     -38.00000 |     -75.00000 | 
    229.88655 |     227.98259 |     227.98259 |       0.00000 |      18.39347 |      13.39347 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.28747 |     -22.83851 |     -15.13836 |       0.54981 |     616.46277 |     108.89470 |      32.08780 |     -36.59544 |     -72.94452 |   19158.65625 |   18768.19922 |       0.00000 |   19157.74219 |     -38.00000 |     -75.00000 | 
    230.88644 |     228.98259 |     228.98259 |       0.00000 |      18.39373 |      13.39373 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.25295 |     -22.94406 |     -15.25229 |       0.54871 |     616.33282 |     108.56035 |      32.08764 |     -36.59452 |     -72.94376 |   19212.02930 |   18721.63086 |       0.00000 |   19211.10938 |     -38.00000 |     -75.00000 | 
    231.88641 |     229.98264 |     229.98264 |       0.00000 |      18.39399 |      13.39399 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.21856 |     -23.04931 |     -15.35427 |       0.54762 |     616.20312 |     108.39229 |      32.08748 |     -36.59359 |     -72.94300 |   19265.23828 |   18833.83594 |       0.00000 |   19264.32812 |     -38.00000 |     -75.00000 | 
    232.88641 |     230.98270 |     230.98270 |       0.00000 |      18.39425 |      13.39425 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.18476 |     -23.15282 |     -15.45086 |       0.54654 |     616.07562 |     108.27632 |      32.08732 |     -36.59267 |     -72.94224 |   19317.55664 |   18944.69727 |       0.00000 |   19316.66211 |     -38.00000 |     -75.00000 | 
    233.88641 |     231.98279 |     231.98279 |       0.00000 |      18.39451 |      13.39451 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.15143 |     -23.25493 |     -15.54895 |       0.54548 |     615.94977 |     108.12223 |      32.08716 |     -36.59175 |     -72.94147 |   19369.17773 |   18979.37305 |       0.00000 |   19368.29297 |     -38.00000 |     -75.00000 | 
    234.88638 |     232.98283 |     232.98283 |       0.00000 |      18.39477 |      13.39477 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.11851 |     -23.35589 |     -15.64408 |       0.54443 |     615.82538 |     107.99609 |      32.08701 |     -36.59083 |     -72.94070 |   19420.21094 |   19053.45312 |       0.00000 |   19419.33984 |     -38.00000 |     -75.00000 | 
    235.88637 |     233.98291 |     233.98291 |       0.00000 |      18.39503 |      13.39503 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.08597 |     -23.45577 |     -15.74339 |       0.54339 |     615.70221 |     107.79647 |      32.08685 |     -36.58991 |     -72.93993 |   19470.70898 |   19094.43359 |       0.00000 |   19469.83789 |     -38.00000 |     -75.00000 | 
    236.88635 |     234.98296 |     234.98296 |       0.00000 |      18.39529 |      13.39529 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.05347 |     -23.55554 |     -15.84498 |       0.54236 |     615.57916 |     107.56592 |      32.08669 |     -36.58899 |     -72.93916 |   19521.15625 |   19075.95898 |       0.00000 |   19520.28711 |     -38.00000 |     -75.00000 | 
    237.88637 |     235.98300 |     235.98300 |       0.00000 |      18.39555 |      13.39555 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      14.02112 |     -23.65494 |     -15.94345 |       0.54132 |     615.45667 |     107.37473 |      32.08654 |     -36.58807 |     -72.93839 |   19571.40430 |   19081.10742 |       0.00000 |   19570.54102 |     -38.00000 |     -75.00000 | 
    238.88632 |     236.98305 |     236.98305 |       0.00000 |      18.39581 |      13.39581 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      13.98912 |     -23.75333 |     -16.03769 |       0.54030 |     615.33527 |     107.22993 |      32.08638 |     -36.58715 |     -72.93761 |   19621.14648 |   19103.37305 |       0.00000 |   19620.29297 |     -38.00000 |     -75.00000 | 
    239.88631 |     237.98320 |     237.98320 |       0.00000 |      18.39607 |      13.39607 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      13.95751 |     -23.85058 |     -16.13075 |       0.53929 |     615.21527 |     107.08739 |      32.08624 |     -36.58624 |     -72.93683 |   19670.30859 |   19114.59375 |       0.00000 |   19669.46289 |     -38.00000 |     -75.00000 | 
    240.88634 |     238.98326 |     238.98326 |       0.00000 |      18.39633 |      13.39633 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      13.92629 |     -23.94670 |     -16.22163 |       0.53829 |     615.09668 |     106.96158 |      32.08609 |     -36.58533 |     -72.93604 |   19718.89648 |   19131.86914 |       0.00000 |   19718.06250 |     -38.00000 |     -75.00000 | 
    241.88641 |     239.98329 |     239.98329 |       0.00000 |      18.39659 |      13.39659 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      13.89532 |     -24.04209 |     -16.31923 |       0.53730 |     614.97894 |     106.73225 |      32.08594 |     -36.58441 |     -72.93526 |   19767.13086 |   19117.15234 |       0.00000 |   19766.29492 |     -38.00000 |     -75.00000 | 
    242.88626 |     240.98328 |     240.98328 |       0.00000 |      18.39685 |      13.39685 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      13.86433 |     -24.13763 |     -16.41434 |       0.53631 |     614.86096 |     106.54300 |      32.08579 |     -36.58350 |     -72.93447 |   19815.43164 |   19249.58594 |       0.00000 |   19814.60156 |     -38.00000 |     -75.00000 | 
    243.88632 |     241.98335 |     241.98335 |       0.00000 |      18.39711 |      13.39711 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      13.83370 |     -24.23209 |     -16.50316 |       0.53533 |     614.74438 |     106.42566 |      32.08565 |     -36.58259 |     -72.93368 |   19863.17969 |   19366.53320 |       0.00000 |   19862.35938 |     -38.00000 |     -75.00000 | 
    244.88622 |     242.98337 |     242.98337 |       0.00000 |      18.39738 |      13.39737 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      13.80348 |     -24.32539 |     -16.59212 |       0.53436 |     614.62909 |     106.29224 |      32.08550 |     -36.58168 |     -72.93289 |   19910.34375 |   19376.12305 |       0.00000 |   19909.53320 |     -38.00000 |     -75.00000 | 
    245.88620 |     243.98341 |     243.98341 |       0.00000 |      18.39763 |      13.39763 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      13.77356 |     -24.41777 |     -16.68005 |       0.53340 |     614.51501 |     106.16272 |      32.08536 |     -36.58077 |     -72.93210 |   19957.04688 |   19365.33594 |       0.00000 |   19956.24414 |     -38.00000 |     -75.00000 | 
    246.88632 |     244.98351 |     244.98351 |       0.00000 |      18.39790 |      13.39789 |     424.20731 |      29.92000 |      15.05142 |       0.00000 |     236.30994 |       0.00000 |       0.00000 |       0.00000 |      13.74430 |     -24.50911 |     -16.76565 |       0.53246 |     614.40222 |     106.05489 |      32.08522 |     -36.57986 |     -72.93130 |   20003.22070 |   19351.91016 |       0.00000 |   20002.42383 |     -38.00000 |     -75.00000 | 
